statement,predicted_label_id,predicted_status,confidence
"Tôi cảm thấy phòng thủ, giống như tôi cần bảo vệ bản thân khỏi bị phản bội thêm nữa.",3,Normal,0.17486136
"I think that's an important question to consider. Maybe it's time to reevaluate my dreams and adjust them to better align with my current emotional state and circumstances. Perhaps by setting smaller, more achievable goals, I can begin to rebuild my confidence and find joy in the journey again. What do you think?",1,Bipolar,0.17827329
"Tôi nghĩ nó đã bắt đầu từ vài tháng trước. Chúng ta đã từng dành rất nhiều thời gian quý giá bên nhau và giờ đây, chúng ta có cảm giác như luôn bận rộn và xa cách. Thật khó để đối phó với sự thay đổi này.",4,Personality disorder,0.22376865
Mô tả quá trình chọn tài liệu từ chỉ mục đảo ngược.,3,Normal,0.1710073
"Thực ra, tôi luôn tò mò về việc tham gia một đội thể thao địa phương hoặc tìm một lớp thể dục mà tôi thích. Điều đó không chỉ giúp tôi duy trì hoạt động mà còn có thể tạo cơ hội để gặp gỡ những người bạn mới.",5,Stress,0.20539244
"Well, I've always wanted to be a successful writer. It's something I've been secretly hopeful about for as long as I can remember. But the fear of failure and disappointing my mom has always held me back.",0,Anxiety,0.19255711
Tôi đã nghĩ về điều này nhưng tôi cũng lo lắng rằng việc tìm kiếm sự hỗ trợ có thể khiến tôi có vẻ không chung thủy hoặc giống như tôi đang phản bội bạn mình. Tôi chỉ không chắc làm thế nào để cân bằng lòng trung thành của mình đối với anh ấy với nhu cầu hiểu biết và chữa lành của bản thân.,5,Stress,0.1727487
"I've tried, but it feels like they don't fully comprehend what I'm going through. It's almost as if they think I can just snap out of it, which adds to my feelings of being invisible. I often find myself bottling up my emotions so as not to burden them.",1,Bipolar,0.20169577
"Trong quá khứ đã có một số trường hợp những người tôi tin tưởng đã phản bội tôi hoặc khiến tôi thất vọng. Nó khiến tôi đặt câu hỏi liệu tôi có thể thực sự dựa vào ai không. Tôi đã dựng nên những bức tường để bảo vệ mình, nhưng giờ đây những bức tường đó đang khiến tôi bị cô lập và ngăn cản tôi hình thành những mối liên hệ có ý nghĩa với người khác.",4,Personality disorder,0.19876656
"Tôi có một vài đồng nghiệp thân thiết hiểu được sự căng thẳng, nhưng tất cả chúng tôi đều ở trên cùng một con thuyền và điều đó không làm giảm bớt áp lực hoàn toàn.",2,Depression,0.17515485
"Chuyện này đã diễn ra được một thời gian rồi. Tôi nghĩ nó bắt đầu khi tôi mất việc vào năm ngoái. Tôi cảm thấy mình thất bại, và đó là lúc sự ghen tị và cảm giác mất mát thực sự xâm chiếm. Có vẻ như tôi không thể thoát khỏi vòng luẩn quẩn so sánh bản thân với người khác.",5,Stress,0.20662929
"Vâng, nó giống như một cuộc chiến không ngừng giữa việc muốn giữ lấy tình yêu mà mình đã có và việc cần phải buông tay. Tôi bị giằng xé giữa việc vẫn yêu họ và cảm thấy bị tổn thương bởi hành động của họ. Thật khó để tìm được sự bình yên trong chính mình.",1,Bipolar,0.16808316
"Maybe it's about learning to trust myself and my own judgment more. Instead of constantly seeking approval from others, I can focus on what brings me joy and fulfillment. It's about finding something that I genuinely enjoy, regardless of other people's opinions.",0,Anxiety,0.17981942
"Chào . Tôi hy vọng bạn đang làm tốt. Tôi muốn nói chuyện với ai đó về điều gì đó khiến tôi bận tâm gần đây. Thành thật mà nói, tôi cảm thấy hơi xấu hổ khi thừa nhận điều đó, nhưng tôi nghĩ điều quan trọng là phải giải quyết. Tôi đã phải đối mặt với một số trải nghiệm bị lạm dụng trong quá khứ, điều này đã bắt đầu ảnh hưởng đến tâm trạng và sức khỏe tổng thể của tôi.",5,Stress,0.18259922
"Bạn nói đúng. Tôi chưa thực sự cởi mở với các bạn cùng lớp về tình trạng sức khỏe của mình. Tôi đoán là tôi sợ bị đánh giá hoặc không được hiểu đầy đủ. Nhưng nghe quan điểm của bạn, tôi có thể thấy giá trị của việc tìm kiếm sự hỗ trợ từ những người khác có thể có trải nghiệm tương tự. Thật khó để tôi thực hiện bước đó.",5,Stress,0.16354387
"Tôi đoán tôi có thể bắt đầu bằng việc viết nhật ký. Viết ra những suy nghĩ và cảm xúc của tôi có thể giúp tôi xử lý chúng tốt hơn. Tôi cũng có thể thử nói chuyện với một người bạn thân, người có thể lắng nghe và hỗ trợ.",6,Suicidal,0.17592105
"Tôi chưa, nhưng tôi đoán nó đáng để thử. Tôi luôn do dự khi nêu ra những lo lắng của mình, vì sợ nó có thể ảnh hưởng xấu đến tôi hoặc bị coi là điểm yếu.",5,Stress,0.19211568
"Chắc chắn. Tôi nhớ có một dịp cụ thể mà lẽ ra tôi phải đến dự đám cưới của chị gái mình, nhưng tôi không đủ tư cách để có mặt ở đó. Chứng nghiện của tôi được ưu tiên hơn, và tôi khiến gia đình mình cảm thấy thất vọng và tổn thương. Đó là một ngày hạnh phúc đối với cô ấy, nhưng tôi không thể chia sẻ niềm hạnh phúc đó vì nghiện ngập.",5,Stress,0.17888926
Tôi thực sự đánh giá cao sự hỗ trợ và hướng dẫn của bạn. Thật ý nghĩa khi có một người hiểu và quan tâm. Bây giờ tôi đang cảm thấy đầy hy vọng và tôi mong muốn được bắt tay vào cuộc hành trình hướng tới một phiên bản hạnh phúc và khỏe mạnh hơn của chính mình.,5,Stress,0.20361833
Hai phương trình sau có tương đương nhau không: 2x + 3y = 7 và 3y + 2x = 7,1,Bipolar,0.21799147
"Of course. Throughout my life, I've constantly compared myself to others, and it always leads to feelings of inadequacy. I never seem to measure up to society's standards, and it takes a toll on my confidence.",1,Bipolar,0.18863606
"Chà, đó chỉ là áp lực thường xuyên phải đáp ứng thời hạn và vượt quá mong đợi. Cảm giác như tôi không bao giờ có thể nghỉ ngơi được. Người quản lý của tôi chỉ trích mọi hành động của tôi và các đồng nghiệp của tôi dường như rất cạnh tranh. Tôi luôn cảm thấy như mình sắp kiệt sức.",5,Stress,0.18371208
"Chà, chúng tôi đã từng nói chuyện hàng ngày, nhưng bây giờ cô ấy mất rất nhiều thời gian để trả lời tin nhắn của tôi. Điều đó khiến tôi cảm thấy mình không còn quan trọng với cô ấy nữa.",4,Personality disorder,0.19283696
"Tôi chỉ muốn bày tỏ lòng biết ơn của mình, vì sự hỗ trợ không ngừng nghỉ và sự hướng dẫn tận tình của bạn. Hành trình trị liệu này đã cho phép tôi khám phá không chỉ những ước mơ của mình mà còn cả những cảm xúc, thử thách và chiến thắng đi kèm với chúng. Sự hiện diện nhẹ nhàng và những câu hỏi sâu sắc của bạn đã giúp tôi có được sự rõ ràng và quan điểm xuyên suốt quá trình này. Cảm ơn bạn đã là nguồn hướng dẫn và hiểu biết liên tục.",0,Anxiety,0.19138862
"Cảm ơn bạn đã nhắc nhở tôi về điều đó. Điều quan trọng là phải tiếp cận hành trình này với những kỳ vọng thực tế. Hiện tại, tôi cảm thấy được tiếp thêm sức mạnh và hào hứng khi khám phá những sở thích mới này. Hiện tại tôi không có bất kỳ câu hỏi cụ thể nào nhưng tôi sẽ cập nhật cho bạn về tiến trình của tôi.",5,Stress,0.2120888
Tôi sợ. Lo lắng về vấn đề sức khỏe của tôi. Nhưng tôi vẫn nuôi hy vọng thành công.,3,Normal,0.18623509
"I've thought about it, but I'm not sure if it's something I'm ready for yet. I'm afraid of becoming too dependent on someone else or even opening up about my vulnerabilities. It's a scary thought.",1,Bipolar,0.20421949
Cảm ơn lời khuyên của bạn. Tôi chắc chắn sẽ kết hợp những chiến lược đó vào thói quen của mình. Bây giờ tôi cảm thấy tự tin hơn trong việc quản lý căng thẳng liên quan đến công việc của mình và tôi rất biết ơn sự hướng dẫn của bạn.,2,Depression,0.18036956
Một thách thức mà tôi dự đoán là đối phó với các triệu chứng cai nghiện và cảm giác thèm ăn. Sẽ rất khó để cưỡng lại sự thôi thúc quay trở lại cơn nghiện của tôi khi cảm thấy đó là một lối thoát dễ dàng. Tôi sợ tái nghiện và sự thất vọng mà nó mang lại.,3,Normal,0.20523085
Bạn nói đúng. Tôi đoán đã đến lúc tôi phải buông bỏ nỗi sợ hãi đó và ưu tiên cho hạnh phúc của mình và gia đình. Tôi không muốn nỗi đau tiếp tục đè nặng lên tôi và ảnh hưởng đến những người tôi yêu thương. Cảm ơn bạn đã cho tôi thấy một góc nhìn mới.,3,Normal,0.18839064
Gần đây tôi thực sự cảm thấy cô đơn. Thật khó để tôi có thể đương đầu với sự mất mát của anh ấy.,5,Stress,0.17299789
Tạo poster phim cho một bộ phim khoa học viễn tưởng mới,1,Bipolar,0.21265869
"Này , gần đây tôi cảm thấy thực sự bất an, đặc biệt là khi liên quan đến cô ấy. Tôi không thể rũ bỏ nỗi đau này và nó khiến tôi phát điên!",3,Normal,0.19611683
"Ước mơ của tôi trở thành hiện thực là tìm được một người thực sự hiểu và yêu tôi, một người mà tôi có thể xây dựng mối quan hệ sâu sắc và đồng hành lâu dài. Tôi mong mỏi một mối quan hệ hợp tác trong đó chúng ta hỗ trợ và nâng đỡ lẫn nhau, nơi tình yêu và sự hiểu biết là nền tảng cho mối quan hệ của chúng ta.",3,Normal,0.19005586
Tôi nghĩ một điều vẫn đè nặng lên tôi là nỗi sợ không tìm được tình yêu nữa. Thật khó để buông bỏ quá khứ và hình dung về một tương lai nơi tôi có thể trải nghiệm một mối quan hệ trọn vẹn và yêu thương.,5,Stress,0.22281717
"There was this recent project presentation where I put all my effort into it, but my boss only focused on the flaws and seemed disappointed. It felt like a personal attack, and I couldn't help but internalize it as another rejection.",0,Anxiety,0.24790663
"Cảm ơn. Vì vậy, giữa chúng tôi đã có sự hiểu lầm và điều đó đã gây ra căng thẳng. Tôi có cảm giác như họ không lắng nghe tôi và điều đó khiến tôi nghi ngờ tình bạn của chúng tôi. Tôi chỉ rất lo lắng rằng chúng ta sẽ không thể giải quyết được chuyện này.",6,Suicidal,0.15956637
"
Mô tả cách thức hoạt động của một quy trình cụ thể.: 

Quá trình: Quang hợp.
",0,Anxiety,0.23030995
"It's my addiction. I thought I could control it, but it controls me. I cheated on my partner again, and I promised I wouldn't. I feel like I've let everyone down, especially myself.",0,Anxiety,0.17987794
Chắc chắn rồi. Tôi sẵn sàng thử. Nghe có vẻ như một kỹ năng có giá trị để phát triển.,2,Depression,0.16633658
Cảm ơn. Quan điểm của bạn thực sự giúp tôi điều chỉnh lại cách tôi xem phản hồi và thành công. Tôi muốn buông bỏ những cảm giác ngạc nhiên và căng thẳng này và hướng tới một cách tiếp cận công việc cân bằng và tự tin hơn. Đây sẽ không phải là sự thay đổi chỉ sau một đêm nhưng tôi cam kết sẽ đạt được tiến bộ.,5,Stress,0.18261866
