statement,predicted_label_id,predicted_status,confidence,
"Thật khó để xác định chính xác thời điểm nó bắt đầu, nhưng tôi nghĩ nó quay trở lại thời thơ ấu của tôi. Tôi lớn lên trong một môi trường mà cảm xúc của tôi thường bị gạt bỏ hoặc vô hiệu. Tôi học cách tin rằng việc bày tỏ nhu cầu và mong muốn của mình là ích kỷ nên tôi kìm nén chúng. Bây giờ, tôi có cảm giác như mình không thể thiết lập được những kết nối lành mạnh.",4,Personality disorder,0.99318105,
"Chỉ là, mỗi khi nghĩ đến cuộc chia tay gần đây của mình, tất cả những vết thương cũ lại trỗi dậy. Tim tôi như bị xé nát thêm một lần nữa.",4,Personality disorder,0.9598714,
"Đó thực sự là sự kết hợp của cả hai. Chúng tôi dường như tranh luận về những điều đơn giản nhất, như công việc nhà, giờ giới nghiêm và thậm chí cả những khác biệt nhỏ về quan điểm. Có vẻ như chúng tôi đã mất khả năng giao tiếp hiệu quả mà không dẫn đến bất đồng.",4,Personality disorder,0.9914009,
"Cảm ơn. Thành thật mà nói, đó là một mớ cảm xúc lẫn lộn. Một mặt, tôi cảm thấy biết ơn vì cô ấy đã tin tưởng tôi đủ để chia sẻ những thông tin cá nhân như vậy. Mặt khác, tôi không thể không cảm thấy hơi choáng ngợp. Tôi muốn trở thành chỗ dựa hỗ trợ cho cô ấy, nhưng tôi lo lắng rằng tôi sẽ không hiểu hết những gì cô ấy đang trải qua. Nó giống như bước vào lãnh thổ chưa được khám phá, bạn biết không?",5,Stress,0.98175806,
"Tôi luôn là người sống kín đáo và cảm thấy khó mở lòng với người khác. Nhưng tôi có một vài người bạn thân luôn ở bên cạnh tôi, ngay cả khi họ không hoàn toàn hiểu những gì tôi đang trải qua.",4,Personality disorder,0.9989029,
"My parents had a tumultuous relationship. Their constant arguing and eventual divorce left me feeling unloved and abandoned. I witnessed firsthand how love can be painful and fleeting, and it's led me to question if I'm deserving of love.",6,Suicidal,0.993284,
"Tôi đã thử tham gia các nhóm hỗ trợ và trị liệu, điều này giúp ích ở một mức độ nào đó. Họ mang lại cảm giác cộng đồng và sự hiểu biết, nhưng tôi vẫn phải vật lộn với việc vượt qua những thôi thúc và thoát khỏi vòng luẩn quẩn này.",4,Personality disorder,0.84967667,
Thật sự mệt mỏi. Thật quá sức khi phải che giấu cảm xúc thật của mình mọi lúc. Tôi thường xuyên lo lắng về việc bị đánh giá hoặc bị từ chối nếu mọi người nhìn thấy con người thật của tôi.,4,Personality disorder,0.9998332,
"Tôi tin rằng nó bắt đầu bằng việc dẫn đầu bằng ví dụ. Tôi có thể chủ động bày tỏ cảm xúc và mối quan tâm của mình một cách bình tĩnh và không đối đầu. Bằng cách thể hiện sự dễ bị tổn thương, tôi hy vọng nó sẽ khuyến khích họ làm điều tương tự.",4,Personality disorder,0.99955684,
Cảm ơn  vì sự hướng dẫn và hỗ trợ của bạn trong suốt cuộc trò chuyện này. Tôi cảm thấy hy vọng hơn và có động lực để nỗ lực củng cố lòng tự trọng của mình. Tôi có một câu hỏi: Làm cách nào tôi có thể xử lý những thất bại tốt hơn mà không để chúng tác động tiêu cực đến giá trị bản thân?,4,Personality disorder,0.9959527,
"Tôi đã tránh đi quá sâu vào cảm xúc của mình, nhưng tôi hiểu rằng điều đó là cần thiết để chữa lành. Thật đáng sợ khi phải đối mặt trực tiếp với nỗi đau.",4,Personality disorder,0.96508837,
"Chắc chắn rồi. Tôi mong chúng tôi sẽ cùng nhau xây dựng cuộc sống, hỗ trợ và hiểu nhau và có một tương lai tràn ngập tình yêu và hạnh phúc. Tôi đã có hình ảnh hoàn hảo như tranh vẽ này trong đầu và bây giờ tôi có cảm giác như mọi thứ đã sụp đổ.",2,Depression,0.6362751,
Tôi chưa nghĩ về điều đó nhưng nó có vẻ là một ý tưởng tuyệt vời. Tôi chắc chắn sẽ xem xét các hội thảo và khóa học có thể giúp tôi cải thiện khả năng viết của mình và có thêm kiến ​​thức trong lĩnh vực này.,0,Anxiety,0.900576,
Tôi nghĩ bây giờ chúng ta đã đề cập đến mọi thứ rồi. Tôi cảm thấy tự tin hơn trong việc giải quyết các xung đột và tôi biết ơn sự hướng dẫn và hỗ trợ của bạn.,1,Bipolar,0.72533053,
"Tôi nghĩ xung quanh mình là một mạng lưới hỗ trợ gồm những người tin tưởng vào tôi có thể giúp giảm bớt sự nghi ngờ bản thân. Ngoài ra, việc đặt ra những mục tiêu nhỏ hơn, có thể đạt được trong quá trình thực hiện có thể giúp tôi xây dựng sự tự tin và động lực. Và có lẽ việc thực hành lòng trắc ẩn với bản thân và nhắc nhở bản thân rằng thất bại là một phần tự nhiên của cuộc hành trình có thể giúp chống lại nỗi sợ thất bại.",1,Bipolar,0.526589,
"
Viết lại câu sau giữ nguyên nghĩa ban đầu.: 

Trời mưa chó mèo.
",2,Depression,0.86359644,
"Xin chào , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy thực sự chán nản và đầy sợ hãi. Dường như có một đám mây đen đang bao trùm lấy tôi và tôi dường như không thể tìm ra lối thoát. Tôi như đang chìm đắm trong những suy nghĩ và cảm xúc của chính mình.",6,Suicidal,0.94285774,
Tôi đánh giá cao điều đó. Thật an ủi khi biết mình có ai đó để dựa vào trong suốt hành trình này. Tôi biết điều đó sẽ không dễ dàng nhưng tôi quyết tâm nỗ lực cải thiện lòng tự trọng của mình. Cảm ơn bạn đã ở đây vì tôi.,4,Personality disorder,0.9931156,
"Bạn nói đúng. Tôi không nên tự động cho rằng anh ấy sẽ không ủng hộ. Có lẽ nếu tôi bộc lộ bản thân một cách cởi mở hơn, anh ấy sẽ nhận ra rằng tôi vẫn cần tình bạn của anh ấy.",5,Stress,0.9685494,
"Tôi ước mình có một mục đích rõ ràng hoặc một niềm đam mê nào đó sẽ dẫn đường cho tôi. Tôi thường nhìn người khác và xem họ chắc chắn như thế nào về con đường của mình, và điều đó chỉ làm nổi bật sự không chắc chắn của chính tôi. Những lời chỉ trích mà tôi phải đối mặt khiến tôi càng nghi ngờ khả năng của mình hơn.",5,Stress,0.54002905,
Cảm ơn. Tôi đánh giá cao sự hướng dẫn và hỗ trợ của bạn. Tôi sẽ đảm bảo ưu tiên sức khỏe của chúng ta khi chúng ta vượt qua tình huống đầy thử thách này.,5,Stress,0.8519962,
"Tôi tin rằng giao tiếp thường xuyên là chìa khóa trong việc duy trì và làm sâu sắc thêm các mối quan hệ. Điều quan trọng là thể hiện sự quan tâm thực sự đến người khác, tích cực lắng nghe và ủng hộ những nguyện vọng cũng như thách thức của họ. Bằng cách đầu tư thời gian và công sức vào các mối quan hệ quan trọng với mình, tôi có thể nuôi dưỡng cảm giác kết nối mạnh mẽ hơn và giảm bớt sự bất an của mình.",4,Personality disorder,0.99932694,
"Thành thật mà nói, thật khó để xác định chính xác các yếu tố kích hoạt cụ thể. Một số ngày, tôi cảm thấy như bất cứ điều gì và mọi thứ đều có thể khiến tôi thất vọng. Đôi khi, một thất bại nhỏ hoặc một sự thất vọng nào đó cũng khiến tôi rơi vào vòng xoáy. Những lúc khác, chỉ có sức nặng của sự tồn tại mới khiến bạn cảm thấy không thể chịu nổi.",2,Depression,0.4693514,
"It's just everything, you know? I used to have a routine, a sense of purpose, but now it feels like I'm just going through the motions. My job, my relationships, even my own thoughts, everything feels out of control.",3,Normal,0.4638599,
"Đó là một câu hỏi hay. Tôi luôn yêu thích âm nhạc, chơi guitar và viết bài hát. Nó từng là nguồn hạnh phúc của tôi, nhưng gần đây tôi đã bỏ bê nó. Có lẽ việc kết nối lại với khía cạnh sáng tạo của mình có thể mang lại cho tôi niềm vui và sự thỏa mãn mà tôi đã bỏ lỡ.",1,Bipolar,0.9918183,
Tôi đã cố gắng nhưng họ luôn gạt bỏ cảm xúc của tôi và nói rằng đó không phải việc của tôi. Nó chỉ làm tăng thêm sự cô lập mà tôi đã cảm thấy.,4,Personality disorder,0.9997112,
Tôi sẽ không quên điều đó. Lời nói của bạn có ý nghĩa rất lớn đối với tôi. Tôi sẽ cố gắng hết sức để giải quyết những xung đột này và củng cố tình bạn của mình. Tôi rất phấn khích muốn biết cuộc hành trình này sẽ đưa tôi đến đâu.,4,Personality disorder,0.918631,
"Tôi đã cố gắng đối phó bằng cách thúc ép bản thân nhiều hơn, nghĩ rằng nếu tôi chỉ làm việc thêm một chút nữa, nó sẽ khiến nỗi buồn biến mất. Nhưng sự thật là, nó chỉ khiến mọi thứ tồi tệ hơn. Còn về việc tìm kiếm sự hỗ trợ, tôi thực sự chưa nói chuyện với ai về điều đó. Tôi cho rằng tôi cảm thấy hơi xấu hổ, như thể tôi nên tự mình xử lý nó.",2,Depression,0.99484295,
Create a computational design to move a robotic arm using the minimum amount of code.?,3,Normal,0.6049189,
Tôi vẫn chưa. Tôi ngần ngại tiếp cận họ vì tôi sợ điều đó có thể khiến mọi chuyện trở nên tồi tệ hơn. Tôi không muốn đánh mất tình bạn của họ nhưng tôi cũng không muốn làm tổn hại đến niềm tin và giá trị của chính mình.,1,Bipolar,0.68393904,
"Thật khó để đoán trước, nhưng tôi cho rằng nếu tôi nhấn mạnh rằng đó là việc cải thiện mối quan hệ của chúng tôi và tìm ra những cách giao tiếp tốt hơn, anh ấy có thể cởi mở hơn với ý tưởng này. Tôi chỉ hy vọng anh ấy nhận ra giá trị của việc đầu tư vào kết nối tình cảm của chúng tôi.",5,Stress,0.42082417,
"Chắc chắn rồi. Một lần khác là trong một cuộc họp công việc. Tôi có một ý tưởng muốn chia sẻ, nhưng tôi quá lo lắng nên không thể lên tiếng. Thật là bực bội, đặc biệt là khi tôi biết mình có những ý kiến ​​đóng góp có giá trị.",0,Anxiety,0.86779034,
Thank you. I didn't expect to feel this hopeful after our conversation. I'm excited to start taking these steps towards a better life.,5,Stress,0.5327917,
"Hiện tại thì chưa, nhưng tôi đánh giá cao cuộc trò chuyện này và sự hướng dẫn của bạn. Tôi cảm thấy hy vọng và quyết tâm hơn trong hành trình chữa lành và phát triển cá nhân của mình.",1,Bipolar,0.97979915,
"Gần đây tôi cảm thấy thực sự bất an và chủ yếu là do vấn đề tài chính của tôi. Đó là một năm khó khăn và tôi đang gặp khó khăn để kiếm sống. Tôi không thể ngừng lo lắng về tương lai của mình và làm thế nào để tồn tại, đặc biệt là sau khi chia tay.",5,Stress,0.99910307,
"Chúng tôi đã ở bên nhau được vài năm và mọi việc dường như đang diễn ra tốt đẹp. Nhưng theo thời gian, chúng tôi ngày càng xa cách và mối liên hệ của chúng tôi nhạt dần. Chúng tôi bắt đầu xa nhau và việc giao tiếp trở nên khó khăn. Cuối cùng, cả hai chúng tôi đều nhận ra rằng tốt nhất là nên chia tay. Nhưng nó không làm cơn đau bớt đi chút nào.",2,Depression,0.82275707,
Tôi nghĩ tôi cũng đang đấu tranh với cảm giác xứng đáng và lòng tự trọng của chính mình. Tình huống này với Emily đã khơi dậy một số cảm xúc sâu sắc hơn trong tôi.,4,Personality disorder,0.9032221,
